direction,entryTime,entryPrice,exitTime,exitPrice,profit,profitPct,growth,riskPct,riskSeries,rmultiple,holdingPeriod,exitReason,stopPrice,stopPriceSeries,profitTarget
long,2002/03/26,0.351644533399426,2002/04/02,0.363769622824942,0.012125089425516045,3.4481097454580354,1.0344810974545804,4.999999999999995,,0.6896219490916079,3,exit-rule,0.3340623067294547,,
long,2002/04/04,0.35876850035927,2002/04/08,0.366195419916105,0.007426919556834999,2.0701147256232635,1.0207011472562326,5,,0.4140229451246527,1,exit-rule,0.3408300753413065,,
long,2002/04/23,0.371954625624235,2002/04/26,0.35335689434302325,-0.018597731281211727,-4.999999999999994,0.9500000000000001,4.999999999999994,,-1,2,stop-loss,0.35335689434302325,,
long,2002/04/30,0.362102510110379,2002/05/06,0.34399738460486,-0.01810512550551896,-5.000000000000003,0.95,5.000000000000003,,-1,3,stop-loss,0.34399738460486,,
long,2002/05/08,0.351644505605604,2002/05/15,0.38453533648572,0.03289083088011602,9.353432331744031,1.0935343233174404,4.999999999999998,,1.8706864663488068,4,exit-rule,0.3340622803253238,,
long,2002/05/22,0.354220648958313,2002/05/24,0.378775382163059,0.024554733204745993,6.9320445538554,1.069320445538554,5.0000000000000036,,1.386408910771079,1,exit-rule,0.33650961651039735,,
long,2002/05/29,0.362557524361313,2002/05/31,0.36513439851596,0.002576874154647024,0.7107490484955418,1.0071074904849555,5.0000000000000036,,0.14214980969910823,1,exit-rule,0.34442964814324734,,
long,2002/06/04,0.346793641649656,2002/06/07,0.32945395956717316,-0.01733968208248282,-5.000000000000006,0.95,5.000000000000006,,-1,2,stop-loss,0.32945395956717316,,
long,2002/06/11,0.327999598221051,2002/06/12,0.31159961830999844,-0.016399979911052576,-5.000000000000008,0.95,5.000000000000008,,-1,0,stop-loss,0.31159961830999844,,
long,2002/06/14,0.291621879685214,2002/06/19,0.2770407857009533,-0.014581093984260718,-5.000000000000006,0.95,5.000000000000006,,-1,2,stop-loss,0.2770407857009533,,
long,2002/06/21,0.257215899522694,2002/06/26,0.24435510454655932,-0.01286079497613471,-5.000000000000003,0.95,5.000000000000003,,-1,2,stop-loss,0.24435510454655932,,
long,2002/06/28,0.259185946992012,2002/07/17,0.24622664964241137,-0.012959297349600607,-5.000000000000003,0.95,5.000000000000003,,-1,11,stop-loss,0.24622664964241137,,
long,2002/07/19,0.222809079091395,2002/07/26,0.21166862513682524,-0.011140453954569751,-5,0.95,5,,-1,4,stop-loss,0.21166862513682524,,
long,2002/07/30,0.225082971160624,2002/08/05,0.2138288226025928,-0.011254148558031196,-4.999999999999998,0.9500000000000001,4.999999999999998,,-1,3,stop-loss,0.2138288226025928,,
long,2002/08/07,0.228720243924098,2002/08/19,0.239178901448122,0.010458657524024001,4.572685541335274,1.0457268554133528,5.0000000000000036,,0.9145371082670541,7,exit-rule,0.2172842317278931,,
long,2002/08/28,0.224325076742007,2002/09/03,0.21310882290490665,-0.011216253837100343,-4.9999999999999964,0.9500000000000001,4.9999999999999964,,-1,2,stop-loss,0.21310882290490665,,
long,2002/09/05,0.215534030682154,2002/09/19,0.223567041348295,0.00803301066614101,3.727026604901764,1.0372702660490176,5.000000000000001,,0.7454053209803526,9,exit-rule,0.20475732914804629,,
long,2002/09/23,0.223718116886328,2002/09/26,0.228872077973456,0.005153961087127984,2.303774570812578,1.0230377457081257,4.999999999999996,,0.46075491416251596,2,exit-rule,0.21253221104201162,,
long,2002/09/30,0.218262031189787,2002/10/08,0.20734892963029763,-0.010913101559489352,-5.000000000000001,0.95,5.000000000000001,,-1,5,stop-loss,0.20734892963029763,,
